Date,BTC,Open
2020-03-16,4345.89,12685.23
2020-03-17,4078.10,13119.37
2020-03-18,4312.48,13360.72
2020-03-19,4512.93,13564.63
2020-03-20,5390.42,13860.39
2020-03-21,5327.49,13866.43
2020-03-22,5309.49,13990.35
2020-03-23,5018.35,14001.32
2020-03-24,5552.70,14194.72
2020-03-25,5715.35,14177.21
2020-03-26,5636.19,14500.39
2020-03-27,5507.58,14558.59
2020-03-28,5192.49,14444.78
2020-03-29,5014.55,14269.53
2020-03-30,4759.10,14304.35
2020-03-31,5200.48,14490.26
2020-04-01,5188.71,14002.58
2020-04-02,5335.96,13861.49
2020-04-03,5485.33,13830.47
2020-04-04,5493.10,13547.29
2020-04-05,5594.31,13584.69
2020-04-06,5555.48,13373.12
2020-04-07,5939.89,13647.43
2020-04-08,5817.57,13319.39
2020-04-09,5921.58,13312.44
2020-04-10,5864.85,13665.38
2020-04-11,5516.46,13623.70
2020-04-12,5509.81,13168.80
2020-04-13,5590.42,12749.17
2020-04-14,5463.96,12918.04
2020-04-15,5422.07,12500.88
2020-04-16,5303.30,12712.86
2020-04-17,5699.26,12710.42
2020-04-18,5669.52,12331.69
2020-04-19,5804.32,12511.46
2020-04-20,5755.68,12574.73
2020-04-21,5529.19,12787.52
2020-04-22,5593.67,12246.83
2020-04-23,5779.41,11923.03
2020-04-24,6018.79,11900.34
2020-04-25,6106.33,11645.57
2020-04-26,6122.23,11199.25
2020-04-27,6210.05,11555.97
2020-04-28,6276.59,11727.14
2020-04-29,6278.31,11905.57
2020-04-30,7054.33,11790.68
2020-05-01,6894.16,11364.40
2020-05-02,7094.11,11542.67
2020-05-03,7185.74,11396.28
2020-05-04,7144.17,11326.44
2020-05-05,7161.66,11225.03
2020-05-06,7239.72,11409.84
2020-05-07,7514.72,11869.69
2020-05-08,8027.43,12137.54
2020-05-09,7932.38,12176.89
2020-05-10,7731.08,11945.57
2020-05-11,7051.93,12097.12
2020-05-12,6983.02,12200.33
2020-05-13,7186.11,11925.81
2020-05-14,7574.78,12147.28
2020-05-15,7957.99,12016.47
2020-05-16,7711.07,11543.88
2020-05-17,7745.51,10986.85
2020-05-18,8007.02,10897.43
2020-05-19,7974.37,10968.40
2020-05-20,7935.48,10806.02
2020-05-21,7781.54,10697.55
2020-05-22,7429.23,10974.05
2020-05-23,7549.75,10941.95
2020-05-24,7572.12,11137.68
2020-05-25,7209.83,11351.31
2020-05-26,7302.44,11661.02
2020-05-27,7165.64,11542.24
2020-05-28,7488.59,11160.22
2020-05-29,7733.55,11048.25
2020-05-30,7646.87,11006.83
2020-05-31,7858.47,10964.18
2020-06-01,7665.09,11337.90
2020-06-02,8140.47,11422.60
2020-06-03,7578.68,11503.61
2020-06-04,7679.15,11524.49
2020-06-05,7771.81,11420.89
2020-06-06,7630.89,11056.55
2020-06-07,7621.49,11151.21
2020-06-08,7667.02,11379.36
2020-06-09,7673.81,11561.64
2020-06-10,7704.11,11515.00
2020-06-11,7764.21,11726.09
2020-06-12,7411.66,11914.15
2020-06-13,7557.68,12025.37
2020-06-14,7555.15,11837.96
2020-06-15,7504.27,11701.53
2020-06-16,7481.27,11756.19
2020-06-17,7575.40,12036.48
2020-06-18,7554.24,12239.69
2020-06-19,7572.77,12317.96
2020-06-20,7523.75,12287.67
2020-06-21,7556.11,12433.87
2020-06-22,7531.42,12675.04
2020-06-23,7714.79,12538.80
2020-06-24,7691.32,12703.72
2020-06-25,7504.31,12557.49
2020-06-26,7454.30,12793.44
2020-06-27,7432.36,12944.82
2020-06-28,7333.52,12866.31
2020-06-29,7405.33,12996.63
2020-06-30,7462.33,13082.64
2020-07-01,7383.54,12968.63
2020-07-02,7406.00,12937.79
2020-07-03,7319.20,12832.27
2020-07-04,7277.13,12523.16
2020-07-05,7310.25,12380.37
2020-07-06,7272.56,12375.15
2020-07-07,7482.30,12506.37
2020-07-08,7378.22,12630.58
2020-07-09,7475.04,12021.05
2020-07-10,7356.89,12093.06
2020-07-11,7349.87,11972.56
2020-07-12,7321.10,11707.44
2020-07-13,7346.63,11899.14
2020-07-14,7360.23,11643.03
2020-07-15,7353.64,11559.38
2020-07-16,7301.02,11679.86
2020-07-17,7271.21,11958.61
2020-07-18,7280.76,12174.94
2020-07-19,7287.81,11908.81
2020-07-20,7307.68,11680.41
2020-07-21,7236.17,11633.24
2020-07-22,7363.52,11401.21
2020-07-23,7484.24,11338.57
2020-07-24,7530.46,11440.14
2020-07-25,7457.67,11466.21
2020-07-26,7567.71,11167.38
2020-07-27,7739.84,10952.69
2020-07-28,8549.10,10833.38
2020-07-29,8444.04,10955.29
2020-07-30,8549.74,10817.52
2020-07-31,8468.06,10894.44
2020-08-01,8652.92,10697.71
2020-08-02,8986.20,10659.01
2020-08-03,8431.81,11054.72
2020-08-04,8598.67,11022.67
2020-08-05,8561.56,11129.04
2020-08-06,8950.92,10877.28
2020-08-07,8966.01,10659.95
2020-08-08,8892.37,10484.37
2020-08-09,8994.13,10437.00
2020-08-10,8935.38,10131.82
2020-08-11,9086.57,10742.81
2020-08-12,8737.89,10575.65
2020-08-13,8882.70,10963.99
2020-08-14,9007.98,10689.31
2020-08-15,8993.00,10657.41
2020-08-16,9067.88,10576.04
2020-08-17,9076.51,10867.07
2020-08-18,9348.26,10996.97
2020-08-19,9046.81,10969.02
2020-08-20,8971.48,10971.95
2020-08-21,8984.72,10766.20
2020-08-22,8851.99,11028.43
2020-08-23,8922.95,11154.74
2020-08-24,8908.03,10885.01
2020-08-25,9007.61,10399.45
2020-08-26,8642.75,10548.14
2020-08-27,8689.33,10516.94
2020-08-28,8580.12,10611.53
2020-08-29,8644.31,10528.45
2020-08-30,8620.08,10869.17
2020-08-31,8769.23,11124.75
2020-09-01,8739.76,11233.90
2020-09-02,8929.69,11474.82
2020-09-03,8545.96,11260.10
2020-09-04,7713.74,11008.67
2020-09-05,7916.66,11257.01
2020-09-06,7656.62,11091.01
2020-09-07,7762.29,11058.56
2020-09-08,7878.96,11174.61
2020-09-09,7815.64,11231.00
2020-09-10,7879.32,11147.57
2020-09-11,8095.83,11060.02
2020-09-12,8135.88,10995.20
2020-09-13,8169.12,11475.17
2020-09-14,8066.80,11308.38
2020-09-15,8310.19,11380.99
2020-09-16,8383.11,11228.42
2020-09-17,8467.26,10963.95
2020-09-18,8440.09,11011.33
2020-09-19,8464.96,11038.17
2020-09-20,8590.47,11015.48
2020-09-21,8455.06,11542.84
2020-09-22,8159.32,11248.09
2020-09-23,8267.89,11012.62
2020-09-24,8061.08,10767.63
2020-09-25,8436.53,10707.44
2020-09-26,8391.98,10490.89
2020-09-27,8432.25,10592.00
2020-09-28,8442.86,10586.46
2020-09-29,8319.00,10437.75
2020-09-30,8429.10,Open
2020-10-01,8357.77,15696.83
2020-10-02,8241.36,15895.20
2020-10-03,8175.25,15794.92
2020-10-04,8157.45,15758.98
2020-10-05,8257.60,15722.91
2020-10-06,8309.44,15732.50
2020-10-07,8230.03,15852.14
2020-10-08,8260.38,15547.16
2020-10-09,8445.29,15024.15
2020-10-10,8477.50,15095.72
2020-10-11,8657.00,14751.78
2020-10-12,8742.95,14919.26
2020-10-13,8839.64,15263.10
2020-10-14,8835.91,15245.04
2020-10-15,8781.52,14708.02
2020-10-16,8915.27,14681.83
2020-10-17,8766.65,14582.22
2020-10-18,8792.87,14462.85
2020-10-19,8892.85,14046.22
2020-10-20,9071.90,13481.50
2020-10-21,9195.10,13610.87
2020-10-22,9750.39,13871.77
2020-10-23,9918.60,13710.99
2020-10-24,9914.38,13436.71
2020-10-25,10047.96,13812.19
2020-10-26,9983.33,14277.43
2020-10-27,10046.04,14494.47
2020-10-28,10478.13,14045.83
2020-10-29,10217.21,13958.48
2020-10-30,10391.86,14118.79
2020-10-31,10462.26,13984.43
2020-11-01,10645.80,14368.16
2020-11-02,10627.46,14228.68
2020-11-03,10486.42,14213.62
2020-11-04,10633.10,13768.97
2020-11-05,10900.71,13997.18
2020-11-06,11857.12,14038.92
2020-11-07,11832.67,14004.19
2020-11-08,11273.99,13735.40
2020-11-09,11744.79,13424.36
2020-11-10,11644.48,13511.75
2020-11-11,11530.87,12587.88
2020-11-12,11872.77,13485.26
2020-11-13,12404.78,13570.83
2020-11-14,12366.66,13716.70
2020-11-15,12177.45,13597.53
2020-11-16,12069.28,13837.59
2020-11-17,12620.16,13455.23
2020-11-18,13310.38,13328.36
2020-11-19,13431.06,12800.04
2020-11-20,13449.53,13113.70
2020-11-21,14015.91,13098.35
2020-11-22,14031.65,13229.77
2020-11-23,13808.48,12795.12
2020-11-24,13780.91,12685.23
2020-11-25,14296.63,13119.37
2020-11-26,13995.87,13360.72
2020-11-27,12845.52,13564.63
2020-11-28,12860.58,13860.39
2020-11-29,13316.52,13866.43
2020-11-30,13635.92,13990.35
2020-12-01,14721.36,14001.32
2020-12-02,14009.18,14194.72
2020-12-03,14366.46,14177.21
2020-12-04,14456.56,14500.39
2020-12-05,13913.00,14558.59
2020-12-06,14252.15,14444.78
2020-12-07,14419.30,14269.53
2020-12-08,14369.98,14304.35
2020-12-09,13708.00,14490.26
2020-12-10,13881.38,14002.58
2020-12-11,13729.43,13861.49
2020-12-12,13647.32,13830.47
2020-12-13,14220.08,13547.29
2020-12-14,14376.14,13584.69
2020-12-15,14443.52,13373.12
2020-12-16,14441.00,13647.43
2020-12-17,15781.77,13319.39
2020-12-18,16808.11,13312.44
2020-12-19,17108.21,13665.38
2020-12-20,17645.97,13623.70
2020-12-21,17514.13,13168.80
2020-12-22,16950.63,12749.17
2020-12-23,17745.37,12918.04
2020-12-24,17198.82,12500.88
2020-12-25,17502.32,12712.86
2020-12-26,18172.11,12710.42
2020-12-27,19469.90,12331.69
2020-12-28,19366.99,12511.46
2020-12-29,20113.28,12574.73
2020-12-30,20270.21,12787.52
2020-12-31,21162.39,12246.83
2021-01-01,21206.86,11923.03
2021-01-02,21485.00,11900.34
2021-01-03,23498.42,11645.57
2021-01-04,23982.24,11199.25
2021-01-05,23562.76,11555.97
2021-01-06,24959.46,11727.14
2021-01-07,27035.84,11905.57
2021-01-08,29023.02,11790.68
2021-01-09,30071.30,11364.40
2021-01-10,29674.00,11542.67
2021-01-11,28365.77,11396.28
2021-01-12,26263.04,11326.44
2021-01-13,24815.32,11225.03
2021-01-14,27349.11,11409.84
2021-01-15,28617.99,11869.69
2021-01-16,27106.55,12137.54
2021-01-17,26613.41,12176.89
2021-01-18,26374.40,11945.57
2021-01-19,26977.07,12097.12
2021-01-20,26421.45,12200.33
2021-01-21,26012.17,11925.81
2021-01-22,22447.74,12147.28
2021-01-23,24109.59,12016.47
2021-01-24,23436.14,11543.88
2021-01-25,23591.01,10986.85
2021-01-26,23659.81,10897.43
2021-01-27,23700.17,10968.40
2021-01-28,22267.41,10806.02
2021-01-29,25005.17,10697.55
2021-01-30,25010.72,10974.05
2021-01-31,25008.87,10941.95
2021-02-01,24175.83,11137.68
2021-02-02,24520.21,11351.31
2021-02-03,25997.79,11661.02
2021-02-04,27454.07,11542.24
2021-02-05,27011.92,11160.22
2021-02-06,27764.29,11048.25
2021-02-07,28573.67,11006.83
2021-02-08,28305.41,10964.18
2021-02-09,33599.72,11337.90
2021-02-10,33635.74,11422.60
2021-02-11,32462.49,11503.61
2021-02-12,34664.70,11524.49
2021-02-13,34305.27,11420.89
2021-02-14,34037.36,11056.55
2021-02-15,35109.28,11151.21
2021-02-16,34455.24,11379.36
2021-02-17,35438.69,11561.64
2021-02-18,37603.60,11515.00
2021-02-19,36998.09,11726.09
2021-02-20,39903.89,11914.15
2021-02-21,40010.42,12025.37
2021-02-22,41013.65,11837.96
2021-02-23,38531.41,11701.53
2021-02-24,34587.70,11756.19
2021-02-25,35138.80,12036.48
2021-02-26,33692.70,12239.69
2021-02-27,33267.81,12317.96
2021-02-28,33173.45,12287.67
2021-03-01,32316.46,12433.87
2021-03-02,35617.97,12675.04
2021-03-03,34695.74,12538.80
2021-03-04,36291.48,12703.72
2021-03-05,34927.48,12557.49
2021-03-06,35343.78,12793.44
2021-03-07,35357.84,12944.82
2021-03-08,36946.48,12866.31
2021-03-09,37818.34,12996.63
2021-03-10,39477.62,13082.64
2021-03-11,40173.79,12968.63
2021-03-12,41337.49,12937.79
2021-03-13,41195.30,12832.27
2021-03-14,43981.08,12523.16
2021-03-15,42547.20,12380.37
2021-03-16,40178.34,12375.15
2021-03-17,40876.41,12506.37
2021-03-18,42140.47,12630.58
2021-03-19,41549.80,12021.05
2021-03-20,42047.59,12093.06
2021-03-21,42040.34,11972.56
2021-03-22,41578.59,11707.44
2021-03-23,39331.64,11899.14
2021-03-24,39842.70,11643.03
2021-03-25,38521.95,11559.38
2021-03-26,37590.40,11679.86
2021-03-27,40002.47,11958.61
2021-03-28,40588.05,12174.94
2021-03-29,40573.53,11908.81
2021-03-30,41926.60,11680.41
2021-03-31,42871.25,11633.24
2021-04-01,42744.39,11401.21
2021-04-02,42719.63,11338.57
2021-04-03,42946.70,11440.14
2021-04-04,41650.60,11466.21
2021-04-05,42486.11,11167.38
2021-04-06,42531.07,10952.69
2021-04-07,42066.58,10833.38
2021-04-08,40825.09,10955.29
2021-04-09,42469.03,10817.52
2021-04-10,42494.62,10894.44
2021-04-11,43662.67,10697.71
2021-04-12,43900.28,10659.01
2021-04-13,43545.07,11054.72
2021-04-14,46168.75,11022.67
2021-04-15,45783.13,11129.04
2021-04-16,45892.34,10877.28
2021-04-17,44483.05,10659.95
2021-04-18,43880.36,10484.37
2021-04-19,40666.02,10437.00
2021-04-20,39796.72,10131.82
2021-04-21,40515.72,10742.81
2021-04-22,38659.71,10575.65
2021-04-23,37387.50,10963.99
2021-04-24,36850.13,10689.31
2021-04-25,36064.77,10657.41
2021-04-26,35397.06,10576.04
2021-04-27,38885.66,10867.07
2021-04-28,39585.87,10996.97
2021-04-29,39311.86,10969.02
2021-04-30,38395.34,10971.95
2021-05-01,41772.26,10766.20
2021-05-02,41851.06,11028.43
2021-05-03,40973.66,11154.74
2021-05-04,41151.24,10885.01
2021-05-05,38345.39,10399.45
2021-05-06,41297.95,10548.14
2021-05-07,40598.92,10516.94
2021-05-08,41001.26,10611.53
2021-05-09,42100.39,10528.45
2021-05-10,41487.73,10869.17
2021-05-11,39520.41,11124.75
2021-05-12,40121.50,11233.90
2021-05-13,35367.96,11474.82
2021-05-14,35371.00,11260.10
2021-05-15,35355.77,11008.67
2021-05-16,33129.80,11257.01
2021-05-17,32916.76,11091.01
2021-05-18,30740.01,11058.56
2021-05-19,30269.42,11174.61
2021-05-20,26053.13,11231.00
2021-05-21,28619.55,11147.57
2021-05-22,26406.78,11060.02
2021-05-23,26523.06,10995.20
2021-05-24,24540.58,11475.17
2021-05-25,27407.43,11308.38
2021-05-26,27147.00,11380.99
2021-05-27,27854.64,11228.42
2021-05-28,27113.84,10963.95
2021-05-29,25148.30,11011.33
2021-05-30,24389.46,11038.17
2021-05-31,25147.12,11015.48
2021-06-01,26213.17,11542.84
2021-06-02,25926.40,11248.09
2021-06-03,26531.99,11012.62
2021-06-04,27815.47,10767.63
2021-06-05,26044.03,10707.44
2021-06-06,25096.65,10490.89
2021-06-07,25298.69,10592.00
2021-06-08,23695.32,10586.46
2021-06-09,23617.62,10437.75
2021-06-10,26496.08,Open
2021-06-11,25897.46,15696.83
2021-06-12,26468.30,15895.20
2021-06-13,25203.47,15794.92
2021-06-14,27636.46,15758.98
2021-06-15,28651.54,15722.91
2021-06-16,28527.56,15732.50
2021-06-17,27408.06,15852.14
2021-06-18,27335.00,15547.16
2021-06-19,25959.90,15024.15
2021-06-20,25748.92,15095.72
2021-06-21,25797.13,14751.78
2021-06-22,22711.32,14919.26
2021-06-23,23309.61,15263.10
2021-06-24,24116.31,15245.04
2021-06-25,24905.34,14708.02
2021-06-26,22754.54,14681.83
2021-06-27,23253.54,14582.22
2021-06-28,24955.69,14462.85
2021-06-29,24840.71,14046.22
2021-06-30,25944.71,13481.50
2021-07-01,25335.50,13610.87
2021-07-02,24383.75,13871.77
2021-07-03,24487.82,13710.99
2021-07-04,25079.08,13436.71
2021-07-05,25511.07,13812.19
2021-07-06,24340.69,14277.43
2021-07-07,24793.66,14494.47
2021-07-08,24557.93,14045.83
2021-07-09,23830.10,13958.48
2021-07-10,24312.04,14118.79
2021-07-11,24102.91,13984.43
2021-07-12,24646.72,14368.16
2021-07-13,23854.35,14228.68
2021-07-14,23703.26,14213.62
2021-07-15,23691.48,13768.97
2021-07-16,23026.70,13997.18
2021-07-17,22809.52,14038.92
2021-07-18,22908.74,14004.19
2021-07-19,23104.49,13735.40
2021-07-20,22562.83,13424.36
2021-07-21,21853.76,13511.75
2021-07-22,23438.49,12587.88
2021-07-23,23456.42,13485.26
2021-07-24,24422.91,13570.83
2021-07-25,24941.11,13716.70
2021-07-26,25720.51,13597.53
2021-07-27,26960.45,13837.59
2021-07-28,28456.36,13455.23
2021-07-29,28761.41,13328.36
2021-07-30,28664.36,12800.04
2021-07-31,30351.59,13113.70
2021-08-01,29817.23,13098.35
2021-08-02,28718.54,13229.77
2021-08-03,28205.47,12795.12
2021-08-04,27457.16,12685.23
2021-08-05,28615.21,13119.37
2021-08-06,29342.26,13360.72
2021-08-07,30870.50,13564.63
2021-08-08,32119.94,13860.39
2021-08-09,31580.55,13866.43
2021-08-10,33424.21,13990.35
2021-08-11,32958.23,14001.32
2021-08-12,32868.68,14194.72
2021-08-13,32176.92,14177.21
2021-08-14,34483.03,14500.39
2021-08-15,33968.05,14558.59
2021-08-16,33917.85,14444.78
2021-08-17,33188.72,14269.53
2021-08-18,32523.15,14304.35
2021-08-19,32555.63,14490.26
2021-08-20,34278.75,14002.58
2021-08-21,36203.36,13861.49
2021-08-22,35873.83,13830.47
2021-08-23,36178.81,13547.29
2021-08-24,36115.29,13584.69
2021-08-25,34774.51,13373.12
2021-08-26,35601.35,13647.43
2021-08-27,34228.48,13319.39
2021-08-28,35650.25,13312.44
2021-08-29,35533.04,13665.38
2021-08-30,35485.31,13623.70
2021-08-31,34177.15,13168.80
2021-09-01,34248.37,12749.17
2021-09-02,35441.87,12918.04
2021-09-03,35622.54,12500.88
2021-09-04,36068.78,12712.86
2021-09-05,36017.23,12710.42
2021-09-06,37357.55,12331.69
2021-09-07,38052.14,12511.46
2021-09-08,33984.13,12574.73
2021-09-09,33249.95,12787.52
2021-09-10,33526.97,12246.83
2021-09-11,32434.48,11923.03
2021-09-12,32675.58,11900.34
2021-09-13,33281.22,11645.57
2021-09-14,32491.14,11199.25
2021-09-15,34108.89,11555.97
2021-09-16,34781.71,11727.14
2021-09-17,34620.13,11905.57
2021-09-18,34404.54,11790.68
2021-09-19,35128.91,11364.40
2021-09-20,34424.88,11542.67
2021-09-21,31482.98,11396.28
2021-09-22,29784.64,11326.44
2021-09-23,31991.33,11225.03
2021-09-24,32719.28,11409.84
2021-09-25,31305.00,11869.69
2021-09-26,31217.85,12137.54
2021-09-27,31630.61,12176.89
2021-09-28,30801.76,11945.57
2021-09-29,30325.05,12097.12
2021-09-30,30945.72,12200.33
2021-10-01,32532.66,11925.81
2021-10-02,35537.63,12147.28
2021-10-03,35201.21,12016.47
2021-10-04,35525.77,11543.88
2021-10-05,36139.86,10986.85
2021-10-06,37783.44,10897.43
2021-10-07,40713.68,10968.40
2021-10-08,39504.23,10806.02
2021-10-09,39614.93,10697.55
2021-10-10,40366.42,10974.05
2021-10-11,40198.38,10941.95
2021-10-12,42325.37,11137.68
2021-10-13,41274.98,11351.31
2021-10-14,41974.37,11661.02
2021-10-15,41956.16,11542.24
2021-10-16,44823.21,11160.22
2021-10-17,44298.02,11048.25
2021-10-18,44727.39,11006.83
2021-10-19,45168.79,10964.18
2021-10-20,46607.03,11337.90
2021-10-21,47751.49,11422.60
2021-10-22,45129.07,11503.61
2021-10-23,44115.89,11524.49
2021-10-24,44597.48,11420.89
2021-10-25,44247.54,11056.55
2021-10-26,45796.77,11151.21
2021-10-27,43842.89,11379.36
2021-10-28,42580.32,11561.64
2021-10-29,43936.00,11515.00
2021-10-30,45479.98,11726.09
2021-10-31,45195.82,11914.15
2021-11-01,44814.95,12025.37
2021-11-02,44646.68,11837.96
2021-11-03,46450.82,11701.53
2021-11-04,45963.25,11756.19
2021-11-05,45498.90,12036.48
2021-11-06,45226.14,12239.69
2021-11-07,45603.02,12317.96
2021-11-08,46954.36,12287.67
2021-11-09,49800.84,12433.87
2021-11-10,49375.75,12675.04
2021-11-11,48448.00,12538.80
2021-11-12,48533.70,12703.72
2021-11-13,47825.64,12557.49
2021-11-14,48047.23,12793.44
2021-11-15,48837.60,12944.82
2021-11-16,47516.51,12866.31
2021-11-17,44801.01,12996.63
2021-11-18,44746.36,13082.64
2021-11-19,42147.46,12968.63
2021-11-20,43224.31,12937.79
2021-11-21,44425.82,12832.27
2021-11-22,43702.96,12523.16
2021-11-23,42027.75,12380.37
2021-11-24,43038.36,12375.15
2021-11-25,42888.36,12506.37
2021-11-26,44290.32,12630.58
2021-11-27,40286.74,12021.05
2021-11-28,41081.54,12093.06
2021-11-29,42945.90,11972.56
2021-11-30,43434.41,11707.44
2021-12-01,42803.10,11899.14
2021-12-02,43095.84,11643.03
2021-12-03,42489.07,11559.38
2021-12-04,40602.96,11679.86
2021-12-05,37182.32,11958.61
2021-12-06,37333.91,12174.94
2021-12-07,38137.54,11908.81
2021-12-08,38252.66,11680.41
2021-12-09,38193.54,11633.24
2021-12-10,36026.27,11401.21
2021-12-11,35612.96,11338.57
2021-12-12,37193.08,11440.14
2021-12-13,37802.00,11466.21
2021-12-14,35350.32,11167.38
2021-12-15,36568.90,10952.69
2021-12-16,36871.93,10833.38
2021-12-17,35768.70,10955.29
2021-12-18,34921.98,10817.52
2021-12-19,35370.73,10894.44
2021-12-20,35306.66,10697.71
2021-12-21,35494.07,10659.01
2021-12-22,36882.86,11054.72
2021-12-23,36421.96,11022.67
2021-12-24,37898.72,11129.04
2021-12-25,37986.89,10877.28
2021-12-26,37668.52,10659.95
2021-12-27,37904.64,10484.37
2021-12-28,37703.33,10437.00
2021-12-29,35452.88,10131.82
2021-12-30,34444.52,10742.81
2021-12-31,34946.84,10575.65
2022-01-01,34225.12,10963.99
2022-01-02,35236.97,10689.31
2022-01-03,35013.34,10657.41
2022-01-04,34458.62,10576.04
2022-01-05,33924.63,10867.07
2022-01-06,32140.67,10996.97
2022-01-07,31887.43,10969.02
2022-01-08,30571.16,10971.95
2022-01-09,30713.25,10766.20
2022-01-10,30835.37,11028.43
2022-01-11,30795.47,11154.74
2022-01-12,31351.99,10885.01
2022-01-13,32063.32,10399.45
2022-01-14,31063.70,10548.14
2022-01-15,31514.13,10516.94
2022-01-16,31568.91,10611.53
2022-01-17,31535.43,10528.45
2022-01-18,30957.85,10869.17
2022-01-19,31157.04,11124.75
2022-01-20,30672.63,11233.90
2022-01-21,29933.05,11474.82
2022-01-22,26903.41,11260.10
2022-01-23,25852.83,11008.67
2022-01-24,26761.55,11257.01
2022-01-25,27174.99,11091.01
2022-01-26,27351.18,11058.56
2022-01-27,27356.79,11174.61
2022-01-28,27734.09,11231.00
2022-01-29,28184.04,11147.57
2022-01-30,28460.95,11060.02
2022-01-31,28292.93,10995.20
2022-02-01,28621.97,11475.17
2022-02-02,28646.75,11308.38
2022-02-03,27237.85,11380.99
2022-02-04,27319.64,11228.42
2022-02-05,30655.98,10963.95
2022-02-06,30611.40,11011.33
2022-02-07,31335.90,11038.17
2022-02-08,32395.78,11015.48
2022-02-09,32550.56,11542.84
2022-02-10,32771.21,11248.09
2022-02-11,32157.67,11012.62
2022-02-12,31253.75,10767.63
2022-02-13,31142.16,10707.44
2022-02-14,31069.03,10490.89
2022-02-15,31470.50,10592.00
2022-02-16,32923.02,10586.46
2022-02-17,32351.04,10437.75
2022-02-18,29785.46,Open
2022-02-19,29443.46,15696.83
2022-02-20,29511.20,15895.20
2022-02-21,28270.22,15794.92
2022-02-22,27266.23,15758.98
2022-02-23,28174.83,15722.91
2022-02-24,27521.95,15732.50
2022-02-25,28668.01,15852.14
2022-02-26,29247.12,15547.16
2022-02-27,29161.80,15024.15
2022-02-28,28197.45,15095.72
2022-03-01,32181.68,14751.78
2022-03-02,33262.45,14919.26
2022-03-03,32788.27,15263.10
2022-03-04,31802.55,15245.04
2022-03-05,29596.27,14708.02
2022-03-06,29789.61,14681.83
2022-03-07,29087.22,14582.22
2022-03-08,29023.04,14462.85
2022-03-09,29577.78,14046.22
2022-03-10,31834.94,13481.50
2022-03-11,30100.94,13610.87
2022-03-12,29774.91,13871.77
2022-03-13,29822.99,13710.99
2022-03-14,29001.90,13436.71
2022-03-15,30488.08,13812.19
2022-03-16,30155.47,14277.43
2022-03-17,31307.98,14494.47
2022-03-18,31116.52,14045.83
2022-03-19,31708.26,13958.48
2022-03-20,32009.27,14118.79
2022-03-21,31343.02,13984.43
2022-03-22,31189.46,14368.16
2022-03-23,31934.23,14228.68
2022-03-24,32476.05,14213.62
2022-03-25,33320.95,13768.97
2022-03-26,33623.84,13997.18
2022-03-27,33740.45,14038.92
2022-03-28,35543.45,14004.19
2022-03-29,35956.14,13735.40
2022-03-30,36246.11,13424.36
2022-03-31,35822.53,13511.75
2022-04-01,34651.73,12587.88
2022-04-02,35295.01,13485.26
2022-04-03,34968.27,13570.83
2022-04-04,35441.83,13716.70
2022-04-05,35556.69,13597.53
2022-04-06,34828.18,13837.59
2022-04-07,33060.26,13455.23
2022-04-08,33288.61,13328.36
2022-04-09,32436.36,12800.04
2022-04-10,32819.17,13113.70
2022-04-11,32387.61,13098.35
2022-04-12,30357.19,13229.77
2022-04-13,30859.00,12795.12
2022-04-14,31375.04,12685.23
2022-04-15,30565.35,13119.37
2022-04-16,31050.79,13360.72
2022-04-17,30947.77,13564.63
2022-04-18,30423.46,13860.39
2022-04-19,31384.09,13866.43
2022-04-20,31892.51,13990.35
2022-04-21,31661.08,14001.32
2022-04-22,31115.07,14194.72
2022-04-23,30950.38,14177.21
2022-04-24,30747.61,14500.39
2022-04-25,30769.85,14558.59
2022-04-26,31754.28,14444.78
2022-04-27,30298.36,14269.53
2022-04-28,31293.43,14304.35
2022-04-29,31904.37,14490.26
2022-04-30,30721.62,14002.58
2022-05-01,29994.27,13861.49
2022-05-02,30608.78,13830.47
2022-05-03,30823.30,13547.29
2022-05-04,30201.81,13584.69
2022-05-05,31462.49,13373.12
2022-05-06,29584.08,13647.43
2022-05-07,29209.06,13319.39
2022-05-08,28771.79,13312.44
2022-05-09,27633.44,13665.38
2022-05-10,24540.40,13623.70
2022-05-11,25201.67,13168.80
2022-05-12,23653.41,12749.17
2022-05-13,23788.02,12918.04
2022-05-14,23883.73,12500.88
2022-05-15,24540.22,12712.86
2022-05-16,25538.95,12710.42
2022-05-17,24228.66,12331.69
2022-05-18,24364.47,12511.46
2022-05-19,23265.93,12574.73
2022-05-20,24320.55,12787.52
2022-05-21,23374.31,12246.83
2022-05-22,23567.67,11923.03
2022-05-23,24241.33,11900.34
2022-05-24,23156.87,11645.57
2022-05-25,23643.69,11199.25
2022-05-26,23489.98,11555.97
2022-05-27,23183.23,11727.14
2022-05-28,22664.02,11905.57
2022-05-29,22978.57,11790.68
2022-05-30,23322.27,11364.40
2022-05-31,25086.57,11542.67
2022-06-01,25213.02,11396.28
2022-06-02,23870.27,11326.44
2022-06-03,24222.42,11225.03
2022-06-04,23786.80,11409.84
2022-06-05,23890.08,11869.69
2022-06-06,23945.46,12137.54
2022-06-07,25050.15,12176.89
2022-06-08,24747.83,11945.57
2022-06-09,24094.18,12097.12
2022-06-10,24102.54,12200.33
2022-06-11,23617.27,11925.81
2022-06-12,23037.00,12147.28
2022-06-13,21780.38,12016.47
2022-06-14,18520.27,11543.88
2022-06-15,18479.64,10986.85
2022-06-16,18545.10,10897.43
